N°,Date,Name,Type,Cause,Material,Collapse,Status,Country,Region,Sub-region,,,,,
839,2004,Texas,Beam,Flood,Reinforced concrete,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
840,2004,Florida,Beam,Flood,Reinforced concrete,Partial,Construction,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
841,2004,North Carolina,Not defined,Flood,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
842,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
843,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
844,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
845,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
846,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
847,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
848,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
849,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
850,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
851,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
852,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
853,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
854,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
855,2004,Zambia,Not defined,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
856,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
857,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
858,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
859,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
860,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
861,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
862,2004,Zambia,Beam,Flood,Not defined,Partial,Operational,Zambia,Africa,Eastern Africa,,,,,
863,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
864,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
865,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
866,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
867,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
868,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
869,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
870,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
871,2004,Zambia,Beam,Flood,Not defined,Total,Operational,Zambia,Africa,Eastern Africa,,,,,
872,2005,Charters Towers,Not defined,Flood,Not defined,Total,Operational,Australia,Australasia,Northern Australia/ Central Australia/ Southern Australia/ Eastern Australia ,,,,,
873,2005,Veligonda,Truss,Flood,Steel,Total,Operational,India,Asia,South Asia,,,,,
874,2005,Kulai,Arch,Flood,Reinforced concrete,Total,Operational,Malaysia,Asia,Southeast Asia,,,,,
875,2005,Nukkei,Not defined,Flood,Reinforced concrete,Total,Operational,Nigeria,Africa,Western Africa,,,,,
876,2006,Run Pathani,Not defined,Flood,Not defined,Total,Operational,Pakistan,Asia,South Asia,,,,,
877,2006,New York,Beam,Flood,Not defined,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
878,2006,Caracas-La Guaira,Beam,Flood,Not defined,Total,Operational,Venezuela,Central /SouthAmerica,Northern South America,,,,,
879,2008,Somerton,Beam,Flood,Wood,Partial,Operational,Australia,Australasia,Northern Australia/ Central Australia/ Southern Australia/ Eastern Australia ,,,,,
880,2008,Los Rios,Not defined,Flood,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America ,,,,,
881,2008,Iowa,Beam,Flood,Steel,Partial,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
882,2009,SS9,Beam,Flood,Not defined,Total,Operational,Italy,Europe,Southern Europe,,,,,
883,2009,Northside,Not defined,Flood,Sandstone,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
884,2009,Navvies,Not defined,Flood,Sandstone,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
885,2009,Camerton,Not defined,Flood,Sandstone,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
886,2009,Memorial Gardens,Not defined,Flood,Sandstone,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
887,2009,Low Lorton,Not defined,Flood,Sandstone,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
888,2009,Little Briathwaite,Not defined,Flood,Sandstone,Total,Operational,United Kingdom,Europe,Northern Europe,,,,,
889,2009,Crane,Truss,Flood,Reinforced concrete,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
890,2010,Manabi,Not defined,Flood,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
891,2010,Kwalkwalawa,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
892,2012,Manabi,Not defined,Flood,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
893,2012,Imiringi,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
894,2012,Abakpa-Nike,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
895,2012,Shendam,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
896,2012,Minnesota,Beam,Flood,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
897,2013,Tallon,Beam,Flood,Reinforced concrete,Partial,Operational,Australia,Australasia,Northern Australia/ Central Australia/ Southern Australia/ Eastern Australia ,,,,,
898,2013,Azuay,Not defined,Flood,Wood,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
899,2013,Los Rios,Not defined,Flood,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
900,2013,Napo,Not defined,Flood,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
901,2013,Yar´randa,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
902,2013,Odo pako,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
903,2013,Eguho-Ebonyi,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
904,2014,Tungurahua,Not defined,Flood,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
905,2014,Tungurahua,Not defined,Flood,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
906,2014,Tungurahua,Not defined,Flood,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
907,2014,Dubaina river,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
908,2015,Himera,Beam,Flood,Reinforced concrete,Partial,Operational,Italy,Europe,Southern Europe,,,,,
909,2015,Dubban Fulani,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
910,2015,Ufuma,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
911,2015,Nkpor,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
912,2015,Gusau,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
913,2015,Skjeggestad,Beam,Flood,Reinforced concrete,Partial,Operational,Norway,Europe,Northern Europe,,,,,
914,2015,Tadcaster,Beam,Flood,Rock,Partial,Operational,United Kingdom,Europe,Northern Europe,,,,,
915,2015,Virginia,Not defined,Flood,Wood,Total,Operational,USA,North America,US Midwest/ US Northwest/ US Northern Great Plains/ US Northeast/ US Southwest/ US Southern Great Plains/ US Arctic (Alaska)/ US Southeast/ US Hawaii,,,,,
916,2016,Chibiri,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
917,2016,Atuwara river,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
918,2017,Pastaza,Not defined,Flood,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
919,2017,Puente Eme,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
920,2017,Bebou Bomaji,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
921,2017,Iyaji river,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
922,2017,Alagbado,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
923,2017,Pandaragi,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
924,2017,Tatabu,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
925,2017,Idi-Iroko,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
926,2017,Emelogu,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
927,2017,Uwaka,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
928,2017,Dangana,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
929,2018,Imbabura,Not defined,Flood,Steel,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
930,2018,Gulbim Boka,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
931,2018,Wukari-Jalingo road,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
932,2018,Mararraban Gassol Bembal,Not defined,Flood,Not defined,Total,Operational,Nigeria,Africa,Western Africa,,,,,
933,2018,Karamin-rami,Not defined,Flood,Not defined,Partial,Operational,Nigeria,Africa,Western Africa,,,,,
934,2018,Budila-Brasov,Beam,Flood,Reinforced concrete,Total,Operational,Rumania,Europe,Eastern Europe,,,,,
935,2019,Pichincha,Not defined,Flood,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
936,2019,Napo,Not defined,Flood,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
937,2019,Viadotto Madonna,Beam,Flood,Reinforced concrete,Total,Operational,Italy,Europe,Southern Europe,,,,,
938,2020,Morona Santiago,Not defined,Flood,Concrete,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
939,2020,Zamora,Not defined,Flood,Wood,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
940,2020,Murmansk,Beam,Flood,Steel,Total,Operational,Russia,Europe,North Asia/ Eastern Europe,,,,,
941,2022,Pichincha,Not defined,Flood,Concrete,Total,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
942,2022,Carchi,Not defined,Flood,Steel,Partial,Operational,Ecuador,Central /SouthAmerica,Northwestern South America,,,,,
943,2023,Modak,Beam,Flood,Reinforced concrete,Total,Operational,India,Asia,South Asia,,,,,
944,2024,Shangluo,Beam,Flood,Reinforced concrete,Partial,Operational,China,Asia,East Asia,,,,,
945,2024,Yakang,Beam,Flood,Reinforced concrete,Total,Operational,China,Asia,East Asia,,,,,
946,2024,Ponte di Visletto,Arch,Flood,Not defined,Partial,Operational,Switzerland,Europe,Western and Central Europe ,,,,,
947,2024,Phong Châu,Truss,Flood,Steel,Total,Operational,Vietnam,Asia,Southeast Asia,,,,,
948,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
949,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
950,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
951,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
952,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
953,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
954,No date,no definido,Arch,Flood,Rock,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
955,No date,no definido,Arch,Flood,Rock,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
956,No date,no definido,Arch,Flood,Rock,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
957,No date,no definido,Arch,Flood,Wood,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
958,No date,no definido,Beam,Flood,Steel,Partial,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
959,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
960,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
961,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
962,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
963,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
964,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
965,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
966,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
967,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
968,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
969,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
970,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
971,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
972,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
973,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
974,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
975,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
976,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
977,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
978,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
979,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
980,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
981,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
982,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
983,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
984,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
985,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
986,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
987,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
988,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
989,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
990,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
991,No date,no definido,Beam,Flood,Reinforced concrete,Total,Operational,Turkye,Europe/Asia,Western Asia/ Eastern Europe ,,,,,
